dataset: rConcept.arff
								--------------
The best parameter when using LinearRegression: ReliefF@0.0
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.5
								--------------
									Fold  5
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.3158876   105 A2_x_A3
 0.2992676   106 A1_x_A2
 0.296567    109 A2_x_A4
 0.2936793    23 A2==(50.004845-inf) equ A3==(50.007049-inf)
 0.2936793    31 A2==(50.004845-inf) xor A3==(50.007049-inf)
 0.2828276   112 A2_x_A5
 0.2810741     7 A2==(50.004845-inf) and A3==(50.007049-inf)
 0.2743051    32 A1==(49.97291-inf) xor A2==(50.004845-inf)
 0.2743051    24 A1==(49.97291-inf) equ A2==(50.004845-inf)
 0.2695849    27 A2==(50.004845-inf) equ A4==(50.032252-inf)
 0.2695849    35 A2==(50.004845-inf) xor A4==(50.032252-inf)
 0.2533998    38 A2==(50.004845-inf) xor A5==(50.000179-inf)
 0.2533998    30 A2==(50.004845-inf) equ A5==(50.000179-inf)
 0.2274141     8 A1==(49.97291-inf) and A2==(50.004845-inf)
 0.207831     19 A2==(50.004845-inf) or A4==(50.032252-inf)
 0.2029288    43 A2==(50.004845-inf) impl A4==(50.032252-inf)
 0.1851339    40 A1==(49.97291-inf) impl A2==(50.004845-inf)
 0.1809371    50 A1==(49.97291-inf) and A2==(50.004845-inf) and A3==(50.007049-inf)
 0.1607061    46 A2==(50.004845-inf) impl A5==(50.000179-inf)
 0.1462554    22 A2==(50.004845-inf) or A5==(50.000179-inf)
 0.1310298    14 A2==(50.004845-inf) and A5==(50.000179-inf)
 0.0989267    54 A2==(50.004845-inf) or A4==(50.032252-inf) or A5==(50.000179-inf)
 0.0948734    39 A2==(50.004845-inf) impl A3==(50.007049-inf)
 0.0927993    47 A2==(50.004845-inf) and A3==(50.007049-inf) and A4==(50.032252-inf)
 0.09264      11 A2==(50.004845-inf) and A4==(50.032252-inf)
 0.0767501    16 A1==(49.97291-inf) or A2==(50.004845-inf)
 0.074977     48 A1==(49.97291-inf) and A2==(50.004845-inf) and A4==(50.032252-inf)
 0.0584737    53 A1==(49.97291-inf) or A2==(50.004845-inf) or A4==(50.032252-inf)
 0.0410229    89 A2 MULTIPLY A3
 0.034914     15 A2==(50.004845-inf) or A3==(50.007049-inf)
 0.0330757    49 A2==(50.004845-inf) and A4==(50.032252-inf) and A5==(50.000179-inf)
 0.0303638    90 A1 MULTIPLY A2
 0.0290909    52 A2==(50.004845-inf) or A3==(50.007049-inf) or A4==(50.032252-inf)
 0.0289113     2 A2
 0.0263769    97 A2 LESSTHAN A3
 0.0234386    98 A1 LESSTHAN A2
 0.0201202    94 A1 MULTIPLY A3
 0.0195144    57 A2 ADD A3
 0.0160314   101 A2 LESSTHAN A4
 0.0152583    12 A1==(49.97291-inf) and A3==(50.007049-inf)
 0.0147694    65 A2 SUBTRACT A3
 0.0141825    58 A1 ADD A2
 0.0140595    62 A1 ADD A3
 0.0140101    61 A2 ADD A4
 0.0131165    66 A1 SUBTRACT A2
 0.0119911     3 A3
 0.0117858    69 A2 SUBTRACT A4
 0.010299     41 A3==(50.007049-inf) impl A4==(50.032252-inf)
 0.0092292    96 A2 MULTIPLY A5
 0.0088659    91 A3 MULTIPLY A4
 0.0083105    64 A2 ADD A5
 0.0082499    51 A1==(49.97291-inf) and A3==(50.007049-inf) and A4==(50.032252-inf)
 0.0081017    45 A1==(49.97291-inf) impl A4==(50.032252-inf)
 0.007632     72 A2 SUBTRACT A5
 0.0076073   110 A1_x_A3
 0.007569    107 A3_x_A4
 0.0075623    99 A3 LESSTHAN A4
 0.0072003     9 A3==(50.007049-inf) and A4==(50.032252-inf)
 0.006805    103 A1 LESSTHAN A4
 0.0068014    33 A3==(50.007049-inf) xor A4==(50.032252-inf)
 0.0068014    25 A3==(50.007049-inf) equ A4==(50.032252-inf)
 0.0064283    93 A2 MULTIPLY A4
 0.0062817    59 A3 ADD A4
 0.0061971    28 A1==(49.97291-inf) equ A3==(50.007049-inf)
 0.0061971    36 A1==(49.97291-inf) xor A3==(50.007049-inf)
 0.0055702   102 A1 LESSTHAN A3
 0.0047228    67 A3 SUBTRACT A4
 0.0026261    95 A1 MULTIPLY A4
 0.0021979    18 A4==(50.032252-inf) or A5==(50.000179-inf)
 0.0020216     1 A1
 0.0020071    77 A3 DIVIDE A4
 0.0017831    63 A1 ADD A4
 0.0017014    44 A1==(49.97291-inf) impl A3==(50.007049-inf)
 0.0013959   104 A2 LESSTHAN A5
 0.0013093    71 A1 SUBTRACT A4
 0.0012613     4 A4
 0.001225     87 A2 DIVIDE A5
 0.0011928    85 A1 DIVIDE A4
 0.0009392    83 A1 DIVIDE A3
 0.000929     17 A3==(50.007049-inf) or A4==(50.032252-inf)
 0.0007186    73 A2 DIVIDE A3
 0.0006099    13 A1==(49.97291-inf) and A4==(50.032252-inf)
 0.0005453    81 A2 DIVIDE A4
 0.0003865    78 A4 DIVIDE A3
 0.0002252    76 A2 DIVIDE A1
 0.0001268    86 A4 DIVIDE A1
-0.000096     84 A3 DIVIDE A1
-0.0002834    70 A1 SUBTRACT A3
-0.000516     79 A4 DIVIDE A5
-0.0008639    80 A5 DIVIDE A4
-0.0009918    60 A4 ADD A5
-0.0010818    74 A3 DIVIDE A2
-0.0011014    75 A1 DIVIDE A2
-0.0011511    82 A4 DIVIDE A2
-0.0025496    88 A5 DIVIDE A2
-0.0049099    20 A1==(49.97291-inf) or A3==(50.007049-inf)
-0.0049266    21 A1==(49.97291-inf) or A4==(50.032252-inf)
-0.0053127    92 A4 MULTIPLY A5
-0.00537     100 A4 LESSTHAN A5
-0.005706     68 A4 SUBTRACT A5
-0.0057509   111 A1_x_A4
-0.0059725    29 A1==(49.97291-inf) equ A4==(50.032252-inf)
-0.0059725    37 A1==(49.97291-inf) xor A4==(50.032252-inf)
-0.0074279    56 A1==(49.97291-inf) or A3==(50.007049-inf) or A4==(50.032252-inf)
-0.0102065    42 A4==(50.032252-inf) impl A5==(50.000179-inf)
-0.0110226     5 A5
-0.0129326    26 A4==(50.032252-inf) equ A5==(50.000179-inf)
-0.0129326    34 A4==(50.032252-inf) xor A5==(50.000179-inf)
-0.0136626     6 A6
-0.0152184   108 A4_x_A5
-0.0155471    10 A4==(50.032252-inf) and A5==(50.000179-inf)
-0.0192753    55 A1==(49.97291-inf) or A2==(50.004845-inf) or A3==(50.007049-inf)


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.5
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.0
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.5
								--------------
									Fold  6
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.3072427   120 A2_x_A3
 0.2924229   121 A1_x_A2
 0.2890761   124 A2_x_A4
 0.2851278    34 A2==(49.973351-inf) xor A3==(50.03544-inf)
 0.2851278    25 A2==(49.973351-inf) equ A3==(50.03544-inf)
 0.2756124     7 A2==(49.973351-inf) and A3==(50.03544-inf)
 0.2751016   128 A2_x_A5
 0.2644539    29 A2==(49.973351-inf) equ A4==(50.032252-inf)
 0.2644539    38 A2==(49.973351-inf) xor A4==(50.032252-inf)
 0.263102     35 A1==(49.97291-inf) xor A2==(49.973351-inf)
 0.263102     26 A1==(49.97291-inf) equ A2==(49.973351-inf)
 0.2434433    42 A2==(49.973351-inf) xor A5==(50.000179-inf)
 0.2434433    33 A2==(49.973351-inf) equ A5==(50.000179-inf)
 0.2232755     8 A1==(49.97291-inf) and A2==(49.973351-inf)
 0.1949673    20 A2==(49.973351-inf) or A4==(50.032252-inf)
 0.1902835    47 A2==(49.973351-inf) impl A4==(50.032252-inf)
 0.1787394    44 A1==(49.97291-inf) impl A2==(49.973351-inf)
 0.1784863    55 A1==(49.97291-inf) and A2==(49.973351-inf) and A3==(50.03544-inf)
 0.1486239    51 A2==(49.973351-inf) impl A5==(50.000179-inf)
 0.1400363    15 A2==(49.973351-inf) and A5==(50.000179-inf)
 0.1329761    24 A2==(49.973351-inf) or A5==(50.000179-inf)
 0.1273822    57 A2==(49.973351-inf) and A3==(50.03544-inf) and A5==(50.000179-inf)
 0.1013765    52 A2==(49.973351-inf) and A3==(50.03544-inf) and A4==(50.032252-inf)
 0.0984476    11 A2==(49.973351-inf) and A4==(50.032252-inf)
 0.0926268    43 A2==(49.973351-inf) impl A3==(50.03544-inf)
 0.0861273    61 A2==(49.973351-inf) or A4==(50.032252-inf) or A5==(50.000179-inf)
 0.0820522    53 A1==(49.97291-inf) and A2==(49.973351-inf) and A4==(50.032252-inf)
 0.0733697    17 A1==(49.97291-inf) or A2==(49.973351-inf)
 0.0581255    60 A1==(49.97291-inf) or A2==(49.973351-inf) or A4==(50.032252-inf)
 0.041575     54 A2==(49.973351-inf) and A4==(50.032252-inf) and A5==(50.000179-inf)
 0.0406017   102 A2 MULTIPLY A3
 0.0329858   103 A1 MULTIPLY A2
 0.030654     16 A2==(49.973351-inf) or A3==(50.03544-inf)
 0.0291829     2 A2
 0.0275239    59 A2==(49.973351-inf) or A3==(50.03544-inf) or A4==(50.032252-inf)
 0.0231169   111 A2 LESSTHAN A3
 0.0201415   112 A1 LESSTHAN A2
 0.0198256    12 A1==(49.97291-inf) and A3==(50.03544-inf)
 0.0197381   107 A1 MULTIPLY A3
 0.018713     66 A2 ADD A3
 0.0150959    67 A1 ADD A2
 0.0150787    75 A2 SUBTRACT A3
 0.0144322    70 A2 ADD A4
 0.0133185    71 A1 ADD A3
 0.0122401    76 A1 SUBTRACT A2
 0.0120927   110 A2 MULTIPLY A5
 0.0116321   115 A2 LESSTHAN A4
 0.0113816     3 A3
 0.0112194   125 A1_x_A3
 0.0110498    79 A2 SUBTRACT A4
 0.0108061    45 A3==(50.03544-inf) impl A4==(50.032252-inf)
 0.0098501    74 A2 ADD A5
 0.0095618    30 A1==(49.97291-inf) equ A3==(50.03544-inf)
 0.0095618    39 A1==(49.97291-inf) xor A3==(50.03544-inf)
 0.0093337   113 A3 LESSTHAN A4
 0.0092675    56 A1==(49.97291-inf) and A3==(50.03544-inf) and A4==(50.032252-inf)
 0.0088914   104 A3 MULTIPLY A4
 0.0071822   106 A2 MULTIPLY A4
 0.0067545    50 A1==(49.97291-inf) impl A4==(50.032252-inf)
 0.0065176     9 A3==(50.03544-inf) and A4==(50.032252-inf)
 0.0061669    83 A2 SUBTRACT A5
 0.0061184   118 A1 LESSTHAN A4
 0.0058844    68 A3 ADD A4
 0.0058675   116 A1 LESSTHAN A3
 0.0058342   108 A3 MULTIPLY A5
 0.005707     64 A2==(49.973351-inf) or A3==(50.03544-inf) or A5==(50.000179-inf)
 0.004863     49 A3==(50.03544-inf) impl A5==(50.000179-inf)
 0.0048003    77 A3 SUBTRACT A4
 0.0043929    13 A3==(50.03544-inf) and A5==(50.000179-inf)
 0.0040243   122 A3_x_A4
 0.0032173    27 A3==(50.03544-inf) equ A4==(50.032252-inf)
 0.0032173    36 A3==(50.03544-inf) xor A4==(50.032252-inf)
 0.0029829    58 A3==(50.03544-inf) and A4==(50.032252-inf) and A5==(50.000179-inf)
 0.002875    109 A1 MULTIPLY A4
 0.0024173   119 A2 LESSTHAN A5
 0.002351      1 A1
 0.0023       73 A1 ADD A4
 0.0022032    88 A3 DIVIDE A4
 0.0019807    48 A1==(49.97291-inf) impl A3==(50.03544-inf)
 0.0019428    98 A1 DIVIDE A4
 0.001521      4 A4
 0.0013323   117 A3 LESSTHAN A5
 0.0013034    82 A1 SUBTRACT A4
 0.0011486    84 A2 DIVIDE A3
 0.0010588    92 A2 DIVIDE A4
 0.0009295    72 A3 ADD A5
 0.0008897    65 A3==(50.03544-inf) or A4==(50.032252-inf) or A5==(50.000179-inf)
 0.0005855    94 A1 DIVIDE A3
 0.000405     87 A2 DIVIDE A1
 0.0003035    97 A5 DIVIDE A3
 0.0002775    99 A4 DIVIDE A1
 0.0002015    91 A5 DIVIDE A4
 0.0001533    80 A1 SUBTRACT A3
 0.0001166    95 A3 DIVIDE A1
 0.000105    100 A2 DIVIDE A5
 0.0000844    81 A3 SUBTRACT A5
-0.0001253    23 A1==(49.97291-inf) or A4==(50.032252-inf)
-0.0002626    69 A4 ADD A5
-0.0003693    19 A4==(50.032252-inf) or A5==(50.000179-inf)
-0.0005114    89 A4 DIVIDE A3
-0.0006109    96 A3 DIVIDE A5
-0.0010945    90 A4 DIVIDE A5
-0.001185     85 A3 DIVIDE A2
-0.0011969    93 A4 DIVIDE A2
-0.0011992    86 A1 DIVIDE A2
-0.0013259    31 A3==(50.03544-inf) equ A5==(50.000179-inf)
-0.0013259    40 A3==(50.03544-inf) xor A5==(50.000179-inf)
-0.001585     14 A1==(49.97291-inf) and A4==(50.032252-inf)
-0.0017165   126 A3_x_A5
-0.0017566   101 A5 DIVIDE A2
-0.0021517    18 A3==(50.03544-inf) or A4==(50.032252-inf)
-0.0031914   127 A1_x_A4
-0.0036004    32 A1==(49.97291-inf) equ A4==(50.032252-inf)
-0.0036004    41 A1==(49.97291-inf) xor A4==(50.032252-inf)
-0.0037774   105 A4 MULTIPLY A5
-0.0051688    22 A3==(50.03544-inf) or A5==(50.000179-inf)
-0.005803     78 A4 SUBTRACT A5
-0.0063816    21 A1==(49.97291-inf) or A3==(50.03544-inf)
-0.0072729    63 A1==(49.97291-inf) or A3==(50.03544-inf) or A4==(50.032252-inf)
-0.0095083    46 A4==(50.032252-inf) impl A5==(50.000179-inf)
-0.0104306     5 A5
-0.0126727   114 A4 LESSTHAN A5
-0.0128438    37 A4==(50.032252-inf) xor A5==(50.000179-inf)
-0.0128438    28 A4==(50.032252-inf) equ A5==(50.000179-inf)
-0.0128599    10 A4==(50.032252-inf) and A5==(50.000179-inf)
-0.0146136     6 A6
-0.0153051   123 A4_x_A5
-0.0195768    62 A1==(49.97291-inf) or A2==(49.973351-inf) or A3==(50.03544-inf)


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.5
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.0
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.5
								--------------
									Fold  7
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.30178629   120 A2_x_A3
 0.28934994   121 A1_x_A2
 0.28886294   124 A2_x_A4
 0.27879213    25 A2==(50.004845-inf) equ A3==(50.007049-inf)
 0.27879213    34 A2==(50.004845-inf) xor A3==(50.007049-inf)
 0.27282359   128 A2_x_A5
 0.2647372      7 A2==(50.004845-inf) and A3==(50.007049-inf)
 0.26247931    38 A2==(50.004845-inf) xor A4==(50.032252-inf)
 0.26247931    29 A2==(50.004845-inf) equ A4==(50.032252-inf)
 0.26112471    35 A1==(49.97291-inf) xor A2==(50.004845-inf)
 0.26112471    26 A1==(49.97291-inf) equ A2==(50.004845-inf)
 0.2439659     33 A2==(50.004845-inf) equ A5==(49.986986-inf)
 0.2439659     42 A2==(50.004845-inf) xor A5==(49.986986-inf)
 0.22413974     8 A1==(49.97291-inf) and A2==(50.004845-inf)
 0.19495456    20 A2==(50.004845-inf) or A4==(50.032252-inf)
 0.18727323    47 A2==(50.004845-inf) impl A4==(50.032252-inf)
 0.17538407    44 A1==(49.97291-inf) impl A2==(50.004845-inf)
 0.17122078    55 A1==(49.97291-inf) and A2==(50.004845-inf) and A3==(50.007049-inf)
 0.14443352    51 A2==(50.004845-inf) impl A5==(49.986986-inf)
 0.14051973    15 A2==(50.004845-inf) and A5==(49.986986-inf)
 0.13144496    24 A2==(50.004845-inf) or A5==(49.986986-inf)
 0.12563412    57 A2==(50.004845-inf) and A3==(50.007049-inf) and A5==(49.986986-inf)
 0.10258294    11 A2==(50.004845-inf) and A4==(50.032252-inf)
 0.0999082     52 A2==(50.004845-inf) and A3==(50.007049-inf) and A4==(50.032252-inf)
 0.09874591    43 A2==(50.004845-inf) impl A3==(50.007049-inf)
 0.09124133    61 A2==(50.004845-inf) or A4==(50.032252-inf) or A5==(49.986986-inf)
 0.08492153    53 A1==(49.97291-inf) and A2==(50.004845-inf) and A4==(50.032252-inf)
 0.0730231     17 A1==(49.97291-inf) or A2==(50.004845-inf)
 0.055001      60 A1==(49.97291-inf) or A2==(50.004845-inf) or A4==(50.032252-inf)
 0.04708461    54 A2==(50.004845-inf) and A4==(50.032252-inf) and A5==(49.986986-inf)
 0.04016628   102 A2 MULTIPLY A3
 0.03346091    16 A2==(50.004845-inf) or A3==(50.007049-inf)
 0.03074704   103 A1 MULTIPLY A2
 0.02838314     2 A2
 0.02779653   111 A2 LESSTHAN A3
 0.0271077     59 A2==(50.004845-inf) or A3==(50.007049-inf) or A4==(50.032252-inf)
 0.02289759   112 A1 LESSTHAN A2
 0.01905919   107 A1 MULTIPLY A3
 0.01863681    66 A2 ADD A3
 0.01670096    12 A1==(49.97291-inf) and A3==(50.007049-inf)
 0.01497227    75 A2 SUBTRACT A3
 0.01484588   113 A3 LESSTHAN A4
 0.01455887    67 A1 ADD A2
 0.01426658    70 A2 ADD A4
 0.0138185     71 A1 ADD A3
 0.01238975    76 A1 SUBTRACT A2
 0.01222493    56 A1==(49.97291-inf) and A3==(50.007049-inf) and A4==(50.032252-inf)
 0.01194705     3 A3
 0.01157262   110 A2 MULTIPLY A5
 0.01110066   115 A2 LESSTHAN A4
 0.01089094    79 A2 SUBTRACT A4
 0.01039667    50 A1==(49.97291-inf) impl A4==(50.032252-inf)
 0.00959402     9 A3==(50.007049-inf) and A4==(50.032252-inf)
 0.00944321   125 A1_x_A3
 0.00914288    64 A2==(50.004845-inf) or A3==(50.007049-inf) or A5==(49.986986-inf)
 0.00874766    74 A2 ADD A5
 0.00851342   104 A3 MULTIPLY A4
 0.00813174    30 A1==(49.97291-inf) equ A3==(50.007049-inf)
 0.00813174    39 A1==(49.97291-inf) xor A3==(50.007049-inf)
 0.00791844    45 A3==(50.007049-inf) impl A4==(50.032252-inf)
 0.00749521    58 A3==(50.007049-inf) and A4==(50.032252-inf) and A5==(49.986986-inf)
 0.00747044   118 A1 LESSTHAN A4
 0.00743031    83 A2 SUBTRACT A5
 0.00715393   108 A3 MULTIPLY A5
 0.00710587   122 A3_x_A4
 0.00691505   106 A2 MULTIPLY A4
 0.00606529    68 A3 ADD A4
 0.00578729   116 A1 LESSTHAN A3
 0.00578567    36 A3==(50.007049-inf) xor A4==(50.032252-inf)
 0.00578567    27 A3==(50.007049-inf) equ A4==(50.032252-inf)
 0.00503915   117 A3 LESSTHAN A5
 0.00495314    77 A3 SUBTRACT A4
 0.00348164    14 A1==(49.97291-inf) and A4==(50.032252-inf)
 0.00321241   109 A1 MULTIPLY A4
 0.00298752    13 A3==(50.007049-inf) and A5==(49.986986-inf)
 0.00249423     1 A1
 0.00213708    73 A1 ADD A4
 0.00199581   119 A2 LESSTHAN A5
 0.00197518    49 A3==(50.007049-inf) impl A5==(49.986986-inf)
 0.00182527     4 A4
 0.0017054     65 A3==(50.007049-inf) or A4==(50.032252-inf) or A5==(49.986986-inf)
 0.00160768    72 A3 ADD A5
 0.0013216     82 A1 SUBTRACT A4
 0.00094929   100 A2 DIVIDE A5
 0.00070471    94 A1 DIVIDE A3
 0.00068566    84 A2 DIVIDE A3
 0.00050399    88 A3 DIVIDE A4
 0.00048194    81 A3 SUBTRACT A5
 0.00038895    97 A5 DIVIDE A3
 0.00037946    89 A4 DIVIDE A3
 0.0003525     92 A2 DIVIDE A4
 0.00033477    69 A4 ADD A5
 0.00028465    98 A1 DIVIDE A4
 0.00027935    87 A2 DIVIDE A1
 0.0002445     48 A1==(49.97291-inf) impl A3==(50.007049-inf)
 0.00020238   127 A1_x_A4
 0.00016908    99 A4 DIVIDE A1
 0.00002658    80 A1 SUBTRACT A3
 0.00001919    96 A3 DIVIDE A5
-0.00000185    95 A3 DIVIDE A1
-0.0002076     91 A5 DIVIDE A4
-0.00067049    23 A1==(49.97291-inf) or A4==(50.032252-inf)
-0.00081603    32 A1==(49.97291-inf) equ A4==(50.032252-inf)
-0.00081603    41 A1==(49.97291-inf) xor A4==(50.032252-inf)
-0.00085287    90 A4 DIVIDE A5
-0.00095416    40 A3==(50.007049-inf) xor A5==(49.986986-inf)
-0.00095416    31 A3==(50.007049-inf) equ A5==(49.986986-inf)
-0.0011659     85 A3 DIVIDE A2
-0.00117755    93 A4 DIVIDE A2
-0.00119995    86 A1 DIVIDE A2
-0.00163002    18 A3==(50.007049-inf) or A4==(50.032252-inf)
-0.00174355   101 A5 DIVIDE A2
-0.00204081    19 A4==(50.032252-inf) or A5==(49.986986-inf)
-0.00260476   105 A4 MULTIPLY A5
-0.00304669   126 A3_x_A5
-0.00536407    78 A4 SUBTRACT A5
-0.00552121    22 A3==(50.007049-inf) or A5==(49.986986-inf)
-0.00568532    21 A1==(49.97291-inf) or A3==(50.007049-inf)
-0.00664485    63 A1==(49.97291-inf) or A3==(50.007049-inf) or A4==(50.032252-inf)
-0.00680434    46 A4==(50.032252-inf) impl A5==(49.986986-inf)
-0.00761617    10 A4==(50.032252-inf) and A5==(49.986986-inf)
-0.00880343   114 A4 LESSTHAN A5
-0.00931584    37 A4==(50.032252-inf) xor A5==(49.986986-inf)
-0.00931584    28 A4==(50.032252-inf) equ A5==(49.986986-inf)
-0.00950197     5 A5
-0.01199447   123 A4_x_A5
-0.015445       6 A6
-0.01921099    62 A1==(49.97291-inf) or A2==(50.004845-inf) or A3==(50.007049-inf)


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.5
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.0
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.5
								--------------
									Fold  8
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.3145628   118 A2_x_A3
 0.3003812   119 A1_x_A2
 0.2958525   122 A2_x_A4
 0.2930981    25 A2==(50.004845-inf) equ A3==(50.007049-inf)
 0.2930981    34 A2==(50.004845-inf) xor A3==(50.007049-inf)
 0.2818772   126 A2_x_A5
 0.2798106     7 A2==(50.004845-inf) and A3==(50.007049-inf)
 0.2765533    26 A1==(49.959465-inf) equ A2==(50.004845-inf)
 0.2765533    35 A1==(49.959465-inf) xor A2==(50.004845-inf)
 0.2712941    38 A2==(50.004845-inf) xor A4==(50.032252-inf)
 0.2712941    29 A2==(50.004845-inf) equ A4==(50.032252-inf)
 0.2477479    42 A2==(50.004845-inf) xor A5==(50.000179-inf)
 0.2477479    33 A2==(50.004845-inf) equ A5==(50.000179-inf)
 0.2338322     8 A1==(49.959465-inf) and A2==(50.004845-inf)
 0.1986899    20 A2==(50.004845-inf) or A4==(50.032252-inf)
 0.1940903    47 A2==(50.004845-inf) impl A4==(50.032252-inf)
 0.190399     44 A1==(49.959465-inf) impl A2==(50.004845-inf)
 0.1864064    55 A1==(49.959465-inf) and A2==(50.004845-inf) and A3==(50.007049-inf)
 0.1501346    51 A2==(50.004845-inf) impl A5==(50.000179-inf)
 0.1414171    15 A2==(50.004845-inf) and A5==(50.000179-inf)
 0.1349804    24 A2==(50.004845-inf) or A5==(50.000179-inf)
 0.1253403    57 A2==(50.004845-inf) and A3==(50.007049-inf) and A5==(50.000179-inf)
 0.1033152    52 A2==(50.004845-inf) and A3==(50.007049-inf) and A4==(50.032252-inf)
 0.1024441    11 A2==(50.004845-inf) and A4==(50.032252-inf)
 0.099278     43 A2==(50.004845-inf) impl A3==(50.007049-inf)
 0.088271     60 A2==(50.004845-inf) or A4==(50.032252-inf) or A5==(50.000179-inf)
 0.0861588    53 A1==(49.959465-inf) and A2==(50.004845-inf) and A4==(50.032252-inf)
 0.0694443    17 A1==(49.959465-inf) or A2==(50.004845-inf)
 0.0517752    59 A1==(49.959465-inf) or A2==(50.004845-inf) or A4==(50.032252-inf)
 0.0427115    54 A2==(50.004845-inf) and A4==(50.032252-inf) and A5==(50.000179-inf)
 0.0421684   100 A2 MULTIPLY A3
 0.031735     16 A2==(50.004845-inf) or A3==(50.007049-inf)
 0.0313941   101 A1 MULTIPLY A2
 0.0298847     2 A2
 0.0258722    58 A2==(50.004845-inf) or A3==(50.007049-inf) or A4==(50.032252-inf)
 0.0254506   109 A2 LESSTHAN A3
 0.0229886   110 A1 LESSTHAN A2
 0.0195506    64 A2 ADD A3
 0.0186868   105 A1 MULTIPLY A3
 0.0176977    12 A1==(49.959465-inf) and A3==(50.007049-inf)
 0.01616      73 A2 SUBTRACT A3
 0.0151198    68 A2 ADD A4
 0.0144012    65 A1 ADD A2
 0.013634    113 A2 LESSTHAN A4
 0.0132478    69 A1 ADD A3
 0.012977     74 A1 SUBTRACT A2
 0.0127468     3 A3
 0.0118999   108 A2 MULTIPLY A5
 0.0113574    77 A2 SUBTRACT A4
 0.0101138   114 A1 LESSTHAN A3
 0.0099415   102 A3 MULTIPLY A4
 0.0096705   111 A3 LESSTHAN A4
 0.0093242    56 A1==(49.959465-inf) and A3==(50.007049-inf) and A4==(50.032252-inf)
 0.0092888    72 A2 ADD A5
 0.0077515   104 A2 MULTIPLY A4
 0.0076125    81 A2 SUBTRACT A5
 0.0075135   123 A1_x_A3
 0.0070421     9 A3==(50.007049-inf) and A4==(50.032252-inf)
 0.0070386    63 A2==(50.004845-inf) or A3==(50.007049-inf) or A5==(50.000179-inf)
 0.0069203    30 A1==(49.959465-inf) equ A3==(50.007049-inf)
