NEW 	 OLD
F1487L1	interest MULTIPLY st_liabilities
F1488L1	interest MULTIPLY inventories
F1489L1	inventories MULTIPLY FFO
F1490L1	total_oper_liabilities MULTIPLY FFO
F1491L1	debt MULTIPLY FFO
F1492L1	interest MULTIPLY EBIT
F1493L1	interest MULTIPLY net_income
F1494L1	interest MULTIPLY FFO
F1495L1	EBIT MULTIPLY equity
F1496L1	EBIT MULTIPLY debt
F1497L1	cost_of_labor MULTIPLY equity
F1498L1	EBIT MULTIPLY total_oper_liabilities
F1499L1	cost_of_labor MULTIPLY debt
F1500L1	EBIT MULTIPLY st_liabilities
F1501L1	EBIT MULTIPLY inventories
F1502L1	cost_of_labor MULTIPLY total_oper_liabilities
F1503L1	cost_of_labor MULTIPLY st_liabilities
F1504L1	EBIT LESSTHAN net_income
F1505L1	cost_of_labor LESSTHAN interest
F1506L1	cost_of_labor LESSTHAN EBIT
F1507L1	cost_of_labor LESSTHAN net_income
F1508L1	EBIT LESSTHAN FFO
F1509L1	cost_of_labor LESSTHAN FFO
F1510L1	equity LESSTHAN debt
F1511L1	equity LESSTHAN total_oper_liabilities
F1512L1	net_income LESSTHAN equity
F1513L1	net_income LESSTHAN debt
F1514L1	equity LESSTHAN st_liabilities
F1515L1	equity LESSTHAN inventories
F1516L1	financial_expenses LESSTHAN equity
F1517L1	net_income LESSTHAN total_oper_liabilities
F1518L1	net_income LESSTHAN st_liabilities
F1519L1	net_income LESSTHAN inventories
F1520L1	financial_expenses LESSTHAN total_oper_liabilities
F1521L1	financial_expenses LESSTHAN inventories
F1522L1	st_liabilities LESSTHAN FFO
F1523L1	equity LESSTHAN FFO
F1524L1	total_oper_liabilities LESSTHAN st_liabilities
F1525L1	debt LESSTHAN total_oper_liabilities
F1526L1	total_oper_liabilities LESSTHAN inventories
F1527L1	financial_expenses LESSTHAN net_income
F1528L1	net_income LESSTHAN FFO
F1529L1	debt LESSTHAN st_liabilities
F1530L1	debt LESSTHAN inventories
F1531L1	interest LESSTHAN equity
F1532L1	financial_expenses LESSTHAN FFO
F1533L1	interest LESSTHAN debt
F1534L1	interest LESSTHAN total_oper_liabilities
F1535L1	interest LESSTHAN st_liabilities
F1536L1	interest LESSTHAN inventories
F1537L1	inventories LESSTHAN FFO
F1538L1	total_oper_liabilities LESSTHAN FFO
F1539L1	debt LESSTHAN FFO
F1540L1	interest LESSTHAN EBIT
F1541L1	interest LESSTHAN net_income
F1542L1	interest LESSTHAN FFO
F1543L1	EBIT LESSTHAN equity
F1544L1	EBIT LESSTHAN debt
F1545L1	cost_of_labor LESSTHAN equity
F1546L1	EBIT LESSTHAN total_oper_liabilities
F1547L1	cost_of_labor LESSTHAN debt
F1548L1	EBIT LESSTHAN st_liabilities
F1549L1	EBIT LESSTHAN inventories
F1550L1	cost_of_labor LESSTHAN total_oper_liabilities
F1551L1	cost_of_labor LESSTHAN st_liabilities
F1552L1	financial_expenses DIFF interest
F1553L1	total_oper_liabilities DIFF st_liabilities
F1554L1	net_income DIFF FFO
F1555L1	debt DIFF inventories
F1556L1	interest DIFF debt
F1557L1	interest DIFF inventories
F1558L1	EBIT_x_net_income
F1559L1	cost_of_labor_x_interest
F1560L1	cost_of_labor_x_EBIT
F1561L1	cost_of_labor_x_net_income
F1562L1	EBIT_x_FFO
F1563L1	cost_of_labor_x_FFO
F1564L1	equity_x_debt
F1565L1	equity_x_total_oper_liabilities
F1566L1	net_income_x_equity
F1567L1	net_income_x_debt
F1568L1	equity_x_st_liabilities
F1569L1	equity_x_inventories
F1570L1	financial_expenses_x_equity
F1571L1	net_income_x_total_oper_liabilities
F1572L1	net_income_x_st_liabilities
F1573L1	net_income_x_inventories
F1574L1	st_liabilities_x_FFO
F1575L1	equity_x_FFO
F1576L1	financial_expenses_x_interest
F1577L1	debt_x_total_oper_liabilities
F1578L1	financial_expenses_x_net_income
F1579L1	net_income_x_FFO
F1580L1	debt_x_st_liabilities
F1581L1	debt_x_inventories
F1582L1	interest_x_equity
F1583L1	financial_expenses_x_FFO
F1584L1	interest_x_debt
F1585L1	interest_x_total_oper_liabilities
F1586L1	interest_x_st_liabilities
F1587L1	interest_x_inventories
F1588L1	inventories_x_FFO
F1589L1	total_oper_liabilities_x_FFO
F1590L1	debt_x_FFO
F1591L1	interest_x_EBIT
F1592L1	interest_x_net_income
F1593L1	interest_x_FFO
F1594L1	EBIT_x_equity
F1595L1	EBIT_x_debt
F1596L1	cost_of_labor_x_equity
F1597L1	EBIT_x_total_oper_liabilities
F1598L1	cost_of_labor_x_debt
F1599L1	EBIT_x_st_liabilities
F1600L1	EBIT_x_inventories
